objectid,facilityname,facilitytype,landline,address,street,landmark,locality,subdistrict,district,state,posatalcode,country,geometry,index_right,ward_lgd_code,ward_lgd_name,sourcewardname,sourcewardcode
11444,Trent,Sub Centre,,Sub Centre Trent,,,Ta. Mandal,Mandal,Ahmadabad,Gujarat,382130,India,POINT (72.00975895035597 23.22036620021045),,,,,
11656,Manipura,Primary Health Centre,02715-252211,Primary Health Centre MANIPURA,,,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.15116999965043 23.193689999944258),,,,,
11660,Nadiyana,Sub Centre,,Sub Centre NADIYANA,Thakorvas Nadiyana,,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.10275400024553 23.18818899977601),,,,,
11692,Ukhalod,Sub Centre,,Sub Centre UKHALOD,Bhdana road,,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.04138200014637 23.218095999643378),,,,,
11701,Dhakdi,Sub Centre,,Sub Centre DHAKDI,,,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (71.98177800040907 23.181766999654386),,,,,
12037,Bavla-1,Sub Centre,,Sub Centre Bavla 1,Chc Campus,Bavla Cross Road,Ta. Bavla,Bavla,Ahmadabad,Gujarat,382220,India,POINT (72.36378109974925 22.829792699688785),,,,,
12041,Nanodara,Sub Centre,,Sub Centre Nanodara,Phc Building,Near Pond,Ta. Bavla,Bavla,Ahmadabad,Gujarat,382220,India,POINT (72.20571899962091 22.829161999677478),,,,,
12044,Devadthal,Sub Centre,,Sub Centre Devadthal,Anganwadi Center,Near Primary School,Ta. Bavla,Bavla,Ahmadabad,Gujarat,382230,India,POINT (72.12397400029374 22.76373299963061),,,,,
12045,Rupal,Sub Centre,,Sub Center Rupal,Indira Nagar,Nr Hajipir Dargah,Ta. Bavla,Bavla,Ahmadabad,Gujarat,382220,India,POINT (72.36371599973893 22.80042699992279),,,,,
12055,Dholka,Sub Centre,9099064477,Sub Centre Dholka,,Near Bus Station Bholad,Ta. Dholka,Dholka,Ahmadabad,Gujarat,382225,India,POINT (72.44356700010424 22.742843000108245),,,,,
12058,Ambalyara,Primary Health Centre,9099064453,Primary Health Center AMBALIYARA,,Bus Stop Ambaliyara,TA. Dholka,Dholka,Ahmadabad,Gujarat,382225,India,POINT (72.50051649973653 22.7686940999143),,,,,
12062,Chiyada,Sub Centre,,Sub Centre Chiyada,Nr. Ramdev Temple,,Ta. Bavla,Bavla,Ahmadabad,Gujarat,382220,India,POINT (72.35257199978744 22.75629499991854),,,,,
12065,Adroda,Sub Centre,,Sub Centre Adroda,"Bavla, Nanodara Road",Nr. Water Tank,Ta. Bavla,Bavla,Ahmadabad,Gujarat,382220,India,POINT (72.30151210039789 22.818828699739715),,,,,
12079,Badarkha-2,Sub Centre,9099064470,Subcentre Badarkha -2,Moto Dodvaas,Badarkha Kanya Kumar School,TA. Dholka,Dholka,Ahmadabad,Gujarat,382225,India,POINT (72.45083000044889 22.840458000213182),,,,,
12089,Mandal-3,Sub Centre,,Sub Centre Mandal 3,,near CHC Mandal,,Mandal,Ahmadabad,Gujarat,382130,India,POINT (71.91815699972419 23.288035000142646),,,,,
12103,Dekavada,Sub Centre,02715-242300,Sub Centre Dekavada,,,Ta. Detroj-Rampura,Detroj Rampura,Ahmadabad,Gujarat,387212,India,POINT (72.15940474985871 23.35454897011657),,,,,
12105,Solgam,Sub Centre,,"Subcenter, Solgam",,Near Panchayat,,Mandal,Ahmadabad,Gujarat,382130,India,POINT (72.02101349968126 23.323577539917764),,,,,
12107,Detroj,Sub Centre,02715-255355,Sub Centre Detroj,,,Ta. Detroj-Rampura,Detroj Rampura,Ahmadabad,Gujarat,382120,India,POINT (72.18834879979141 23.33439039994697),,,,,
12109,Rampura,Sub Centre,02715-254034,Sub Centre Rampura,,,Ta. Detroj-Rampura,Detroj Rampura,Ahmadabad,Gujarat,382140,India,POINT (72.18430000027938 23.339973999993052),,,,,
12124,Andala,Sub Centre,,Sub Centre Andala,Thakorvas,,Ta. Mandal,Mandal,Ahmadabad,Gujarat,382130,India,POINT (72.04832910971804 23.28207396023506),,,,,
12125,Ribadi,Sub Centre,,"Subcenter, Ribdi",Patelvas,,Ta. Mandal,Mandal,Ahmadabad,Gujarat,382130,India,POINT (72.01461600006171 23.29225399984448),,,,,
12400,Vanch,Sub Centre,,Sub Centre Vanch,Bibipura,Nr. Panchayat,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382435,India,POINT (72.68976449979363 22.942592100356848),,,,,
12404,Aslali,Primary Health Centre,9099064117,Primary Health Centre Aslali,Nr. Aslali Panchayat,Swaminarayan Temple,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382427,India,POINT (72.59441899987833 22.912454000383963),,,,,
12405,Changodar,Sub Centre,,SubCentre Changodar,,,Ta. Sanand,Sanand,Ahmadabad,Gujarat,382210,India,POINT (72.4406086996516 22.918115100163657),,,,,
12411,Paldi-kankaj,Sub Centre,9099064130,Sub Centre Paldi-Kankaj,Pladi Kankaj Panchyat,Nakalang Mahadev Temple,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382425,India,POINT (72.52196860019964 22.899168599892082),,,,,
12413,Vislapur,Sub Centre,9099064172,Sub Centre VISALPUR,,Behind School,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382210,India,POINT (72.48498609991455 22.926024600243633),,,,,
12415,Shahpur,Sub Centre,,Sub Centre SHAHPUR,,,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.01820799996354 22.879513000315583),,,,,
12416,Bavla,Community Health Centre,2714232557,Bavla CROSS ROAD,Opp. Pravin Petrol Pump,Bavla Cross Road,"Bavla, Ahmedabad",Bavla,Ahmadabad,Gujarat,382220,India,POINT (72.21918999997598 22.853799999659838),,,,,
12419,Jetalpur,Sub Centre,,Sub Centre Jetalpur,near NSIT College,Jetalpur Chosar Road,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382427,India,POINT (72.60289800021576 22.88773899973252),,,,,
12420,Bareja-2,Sub Centre,,Sabcentre Bareja-2,Near Prakash high School,Opp Bus STAND Bareja,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382425,India,POINT (72.59179649956036 22.854508599913835),,,,,
12426,Kavitha,Sub Centre,,Sub Centre Kavitha,Nr. Panchayat Office,Opp Bapa Sitaram Temple,Ta. Bavla,Dholka,Ahmadabad,Gujarat,382260,India,POINT (72.43632899987391 22.84385900033145),,,,,
12428,Kamijala,Sub Centre,,Sub Centre KAMIJLA,,Near Panchayat Office,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.01718619956551 22.93557519994237),,,,,
12429,Chacharvadi Vasna,Sub Centre,,SubCentre Chacharvadi Vasna,,,Ta Sanand,Daskroi,Ahmadabad,Gujarat,382210,India,POINT (72.46034729964286 22.875499299810475),,,,,
12436,Daran,Sub Centre,,Subcenter Daran,,,Ta. Sanand,Sanand,Ahmadabad,Gujarat,382220,India,POINT (72.34918199955197 22.86971200018705),,,,,
12437,Barejadi,Sub Centre,,Sub Centre Barejadi,Barejadi Nr. Anganwadi,Barejadi School,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382435,India,POINT (72.67867960000468 22.89453100005664),,,,,
12439,Rajoda,Sub Centre,,Sub Center Rajoda,Nr. Aadarsh Primary School,Nr. Visat Mata Temple,Ta. Bavla,Bavla,Ahmadabad,Gujarat,382220,India,POINT (72.38390399991737 22.85036099968293),,,,,
12440,Ghoda,Sub Centre,,Sub Centre Ghoda,,,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.0692689997893 22.947075000394257),,,,,
12443,Gujala,Sub Centre,02715-242300,Sub Centre Gujala,,,Ta. Detroj-Rampura,Detroj Rampura,Ahmadabad,Gujarat,382120,India,POINT (72.13073730018519 23.419148019830196),,,,,
12444,Vithalapur,Sub Centre,,Sub Centre Vithalapur,,Near bank of baroda,,Mandal,Ahmadabad,Gujarat,382120,India,POINT (72.0540690003288 23.36421099964792),,,,,
12449,Odhav,Sub Centre,02715-242300,Sub Centre Odhav,,,Ta. Detroj-Rampura,Detroj Rampura,Ahmadabad,Gujarat,382120,India,POINT (72.1321105996758 23.40654580015468),,,,,
12463,Balsasan,Sub Centre,02715-242300,Sub Centre Balsasan,,,Ta. Detroj-Rampura,Detroj Rampura,Ahmadabad,Gujarat,382120,India,POINT (72.27634879988294 23.41562779972689),,,,,
12477,Zanzarva,Sub Centre,,Sub Centre ZANZARAVA,,Near Primary School Zanzarava,Ta -Mandal,Mandal,Ahmadabad,Gujarat,382130,India,POINT (72.05805500041593 23.417829999902853),,,,,
12483,Vithalapur,Primary Health Centre,(02715)240120,Primary Health Centre Vithalpur,,Near taluka panchayat,Ta. Mandal,Mandal,Ahmadabad,Gujarat,382120,India,POINT (72.0540690003288 23.367184999649858),,,,,
12506,Motiboru,Sub Centre,9099064477,SubCenter Motiboru,,Near Panchayat Building Motiboru,Ta. Dholka,Dholka,Ahmadabad,Gujarat,382230,India,POINT (72.3414730000418 22.46506900032562),,,,,
12512,Adval,Sub Centre,,Sub Center Adval,Main Bajar,Nr Bsnl Tower,Ta. Dhandhuka,Dhandhuka,Ahmadabad,Gujarat,382460,India,POINT (71.99999999985899 22.43737299986186),,,,,
12530,Govt.Hosp.Dhandhuka,Post Partum Unit,02713-222543,Govt. Hospital Dhandhuka,Ahmedabad-Bhavnagar Highway,,Ta. Dhandhuka,Dhandhuka,Ahmadabad,Gujarat,382460,India,POINT (71.97638459988485 22.38449920034703),,,,,
12538,Ambli,Sub Centre,,Subcenter Ambli,,Near Lake,Ta. Dhandhuka,Dholera,Ahmadabad,Gujarat,382455,India,POINT (72.23281145017481 22.32836288979237),,,,,
12555,Khadol,Sub Centre,9099064536,Sub Center khadol,Nr. Bus Stand,,Ta. Dhandhuka,Dhandhuka,Ahmadabad,Gujarat,382460,India,POINT (72.04486370040605 22.40483922958992),,,,,
12556,Bholad,Sub Centre,9099064477,Subcenter Bholad,,Near Bus Station Bholad,TA. Dholka,Dholka,Ahmadabad,Gujarat,382225,India,POINT (72.27338800031723 22.454522999947724),,,,,
23751,Hirapura,Sub Centre,,Sub Centre HIRAPURA,Main Road Hirapura,Near Anganvadi Cantre,,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.15036299991155 23.148877000016537),,,,,
23755,Hansalpur(She),Sub Centre,,Sub Centre HANSALPUR,Main Road Karakthal,Nr. THAKORVAS,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.0656719998646 23.091621999783484),,,,,
23766,Bhojva,Sub Centre,,Sub Centre BHOJVA,,Nr. RAMJIL MADIR BHOJVA,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.02681500034748 23.152167000034225),,,,,
23769,Pardhol,Sub Centre,,Sub Centre pardhol,,Opp. Gram Panchayat,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382330,India,POINT (72.72465719982593 23.09537410017609),,,,,
23777,Jakhavada,Sub Centre,,Sub Centre JAKHAVADA,"Bharavadvas, Main Road",,,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.13661100024743 23.086046000357282),,,,,
23851,Kanbha,Primary Health Centre,2718286311,Praimary Health Centre Kanbha,,Nr Adc Bank,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382430,India,POINT (72.72597179980262 23.012195899739844),,,,,
23858,Kuha,Primary Health Centre,02718-252229,Primary Health Centre Kuha,,Nr Shantaben Somabhai Patel High School,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382433,India,POINT (72.7968932003924 22.99993870008221),,,,,
23860,Kathwada-2,Sub Centre,,Sub  Centre Kathvada-2,Nr. Anganwadi,Nr. kathvada School,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382330,India,POINT (72.69198100023073 23.04728400028489),,,,,
23861,Karkathal,Sub Centre,,Sub Centre KARAKTHAL,"Main Road ,Bas Stop Karakthal",,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.11181699984073 23.053244999981704),,,,,
23865,Singarwa-2,Sub Centre,,Sub Centre Singarva-2,,,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382330,India,POINT (72.69002100024828 23.024351999820144),,,,,
23868,Hirapur,Sub Centre,,SubCentre Hirapur,,,Ta. Sanand,Sanand,Ahmadabad,Gujarat,382110,India,POINT (72.26383500027723 22.957430000329698),,,,,
23869,Gatrad,Sub Centre,,Sc Gatrad,,Nr. Govt. Milk Dairy,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382430,India,POINT (72.70397809966481 22.977564999785375),,,,,
23871,Vansava,Sub Centre,,Sub Centre VANSAVA,,Near Panchayat Office,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.10619999965915 22.9730469996705),,,,,
23873,Chaloda-1,Sub Centre,9099064467,Subcentre Chaloda -1,,NEAR BUS STATION Chaloda,Ta. Dholka,Sabarmati,Ahmadabad,Gujarat,382225,India,POINT (72.51604600034491 22.974167999672467),17.0,1302534.0,"Maktampura, Ahmedabad (M.Corp.) Ward No. 34",Maktampura,34
23874,Ranodra,Sub Centre,02718-252229,Sub Centre RANODRA,,,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382433,India,POINT (72.79837049964007 22.955425400333706),,,,,
23876,Zanu,Sub Centre,,Sub Centre ZANU,,Nr Water Tank,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382430,India,POINT (72.74222639984711 23.044271399664847),,,,,
23877,Ogan,Sub Centre,,Sub Centre OGAN,Bhdana  road,,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.17051400028008 23.027860999604727),,,,,
23885,Ghuma,Sub Centre,,Sub Centre GHUMA,,Opp. AUDA Talav,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,380058,India,POINT (72.45096400034322 23.027235999731833),,,,,
23886,Bakrol,Sub Centre,,Sub Centre BAKROL,,Nr Adc Bank,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382430,India,POINT (72.73853230012502 22.982622200206254),,,,,
37797,Trasand,Sub Centre,9099064488,Sub Centre Transad,,Nr.Prathmik Shada Transad,Ta. Dholka,Dholka,Ahmadabad,Gujarat,382225,India,POINT (72.45392299968512 22.67922899990137),,,,,
37798,Transad,Primary Health Centre,9099064488,Primary Health Centre Trasand,,Nr.Prathmik Shada Transad,Ta. Dholka,Dholka,Ahmadabad,Gujarat,382225,India,POINT (72.45392269964783 22.67922910019291),,,,,
37799,Simej,Primary Health Centre,9099064475,Sub Centre Simej,,,Ta. Dholka,Dholka,Ahmadabad,Gujarat,382225,India,POINT (72.4073208003485 22.612805899901794),,,,,
37800,Gangad,Sub Centre,,Sub Centre Gangad,Phc Building,,Ta. Bavla,Bavla,Ahmadabad,Gujarat,382240,India,POINT (72.27723399976391 22.677777000336977),,,,,
37804,Kauka,Sub Centre,9099064473,Sub Centre Kauka,,,TA. Dholka,Dholka,Ahmadabad,Gujarat,382225,India,POINT (72.44652610005745 22.60785569997777),,,,,
37805,Mithapur,Sub Centre,,Sub Centre Mithapur,Nr. Primary School,,Ta. Bavla,Bavla,Ahmadabad,Gujarat,382230,India,POINT (72.12057499983744 22.614772000342057),,,,,
37816,Gundi,Sub Centre,9099064487,Subcentre Gundi,,Nr. Railway Station,,Dholka,Ahmadabad,Gujarat,382230,India,POINT (72.22373500010484 22.553712000129707),,,,,
37818,Javaraj,Sub Centre,9099064487,Subcentre Javaraj,,Nr.Javarat Gram Panchatat,,Dholka,Ahmadabad,Gujarat,382230,India,POINT (72.2673900003691 22.564913000298457),,,,,
37826,Sarandi,Sub Centre,9099064486,Sub Centre SARANDI,,,Ta. Dholka,Dholka,Ahmadabad,Gujarat,382225,India,POINT (72.36660004006028 22.68058899034006),,,,,
37827,Ambareli,Sub Centre,9099064492,Sub Centre Ambareli,,,TA. Dholka,Dholka,Ahmadabad,Gujarat,382225,India,POINT (72.4133333000036 22.649964399998414),,,,,
37830,Shiyal,Primary Health Centre,,Primary Health Centre Shiyal,"Nr. Dairy, Kanotar Road",,Ta. Bavla,Bavla,Ahmadabad,Gujarat,382230,India,POINT (72.15790300026566 22.68591399979469),,,,,
44292,Harniyav,Sub Centre,,Sub Centre Harniyav,Nr. Anganwadi,Harniyav School,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382435,India,POINT (72.73483809979165 22.920971199619586),,,,,
44293,Nandej,Primary Health Centre,,Primary Health Centre Nandej,,Nr. railway station,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382435,India,POINT (72.69493730013518 22.90066960032705),,,,,
44299,Girmatha,Sub Centre,,Sub Centre Giramtha,Opp Giramtha Lake,Nr. Giramtha Bus stand,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382425,India,POINT (72.56188939994757 22.882873299903192),,,,,
44301,Gamdi,Sub Centre,,Sub Centre Gamdi,,opp Gmadi Gram panchayat,Ta. Daskroi,Sabarmati,Ahmadabad,Gujarat,383435,India,POINT (72.62617100013286 22.925444100332836),32.0,1302547.0,"Vatava, Ahmedabad (M.Corp.) Ward No. 47",Vatva,47
44302,Saroda,Sub Centre,9099064553,Sub Center Saroda,,,Ta. Dholka,Dholka,Ahmadabad,Gujarat,332260,India,POINT (72.48868389979725 22.824950500342432),,,,,
44313,Kumarkhan,Sub Centre,,Sub Centre KUMARKHAN,"Nalsarovar Road,Kumarkhan",,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.02095399976844 22.905912999914428),,,,,
44314,Aud,Sub Centre,9099064128,Sub Centre Aud,Nr. Gram Panchayat,Aud Anganwadi,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382427,India,POINT (72.5472360801347 22.91385152015497),,,,,
44324,Fangdi,Sub Centre,,Sub Centre Fangadi,,,Ta. Sanand,Sanand,Ahmadabad,Gujarat,382210,India,POINT (72.32714899991711 22.92098200032812),,,,,
44326,Devadi,Sub Centre,,Sub Centre Devdi,Devdi Anganwadi,Nr. School Devdi,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382435,India,POINT (72.65650839995327 22.90501610006974),,,,,
44332,Miroli,Sub Centre,9099064129,Sub Centre Miroli,Nr. Gram Panchayat,Anganwadi,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382425,India,POINT (72.52083610040916 22.87251089961801),,,,,
44333,Asalgam,Sub Centre,,Sub Centre ASALGAM,,,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.1005130000557 22.89796400015781),,,,,
44334,Mankol,Sub Centre,,hsc Mankol,,,Mankol,Sanand,Ahmadabad,Gujarat,854301,India,POINT (72.26598699988027 22.895321000182015),,,,,
44335,Kumarkhan,Primary Health Centre,,Primary Health Centre KUMARKHAN,"Nalsarovar Road, Kumarkhan",,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.02024800031188 22.907493999923044),,,,,
44345,Koth,Primary Health Centre,2714242225,Primary Health Centre Koth,Pagivas,,Ta. Dholka,Dholka,Ahmadabad,Gujarat,382240,India,POINT (72.30003200020315 22.635944999620396),,,,,
44350,Rupghath,Urban Health Centre,9099064483,Sub Centre RUPGHATH,,,Ta. Dholka,Dholka,Ahmadabad,Gujarat,382225,India,POINT (72.33703280006894 22.61567230020059),,,,,
44351,Valthera,Sub Centre,9099064508,Subcentre Valthera,Panchayat Office Area,Grampanchayat Valthera,Ta. Dholka,Dholka,Ahmadabad,Gujarat,387810,India,POINT (72.33703300039322 22.684744000215204),,,,,
44358,Saij,Sub Centre,9099064491,Sub Centre Saij,Nr.Angadvadi Rupgadh,Nr.Prathmik Shada Rupgadh,Ta. Dholka,Dholka,Ahmadabad,Gujarat,382225,India,POINT (72.50273499982343 22.691911999660867),,,,,
44360,Pisavada,Sub Centre,9099064489,Sub Centre Pisavada,,Nr.Bank Of Baroda,Ta. Dholka,Dholka,Ahmadabad,Gujarat,382225,India,POINT (72.47658399985698 22.644848099810133),,,,,
44370,Ganol,Primary Health Centre,9099064784,Primary Health Centre Ganol,,,Ta. Dholka,Dholka,Ahmadabad,Gujarat,382265,India,POINT (72.41989669959149 22.578952900192924),,,,,
44379,Vataman,Primary Health Centre,2714272289,Primary health Center Vataman,,Near Shanti Para Vataman,Ta. Dholka,Dholka,Ahmadabad,Gujarat,382265,India,POINT (72.41545799980518 22.52807100001532),,,,,
44385,Vautha,Sub Centre,9099064490,Sub Centre Vautha,,Nr. Bus Stop,Ta. Dholka,Dholka,Ahmadabad,Gujarat,382225,India,POINT (72.53785999969666 22.660205999729463),,,,,
44537,Hirapur,Sub Centre,,Sub Centre Hirapur,Hirapur School,Nr. Hirapur Anganwadi,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382435,India,POINT (72.7119328997963 22.92201789961587),,,,,
44545,Dhamatvan,Sub Centre,,Sub Centre DHAMATVAN,,Nr Bus Stand,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382430,India,POINT (72.71659379966478 22.954132899605746),,,,,
44560,Vahelal,Primary Health Centre,2718247004,Parimary Health Centre Vahelal,,Opp. Panchayat,Vahelal,Daskroi,Ahmadabad,Gujarat,382330,India,POINT (72.76294469979226 23.07578366012426),,,,,
45714,Gujar,Sub Centre,2713229240,Sub Center Gunjar,,Opp.Primary School,Ta. Dhandhuka,Dhandhuka,Ahmadabad,Gujarat,382460,India,POINT (71.98293400012739 22.381105000130187),,,,,
45719,Kasindra,Sub Centre,,Sub Centre KASINDRA,At Kasindra Panchayat,,Ta. Daskroi,Dholera,Ahmadabad,Gujarat,382210,India,POINT (72.16901000040721 22.328373000096768),,,,,
45726,Bagodara,Sub Centre,,Sub Centre Bagodara,Bagodara Highway,B/H Satyavijay Hotel,Ta. Bavla,Bavla,Ahmadabad,Gujarat,382230,India,POINT (72.20182019989676 22.64045229980076),,,,,
45728,Bajarada,Sub Centre,,Sub Center Bajarada,Nr Bsnl Exchange,Nr. bus stop,Ta. Dhandhuka,Dhandhuka,Ahmadabad,Gujarat,382460,India,POINT (71.97760462971999 22.49277268010627),,,,,
45733,Gamph,Sub Centre,,Subcenter Gamph,Near Temple Of Momai Ma,,Ta. Dhandhuka,Dholera,Ahmadabad,Gujarat,382465,India,POINT (72.16652869998059 22.358371070289817),,,,,
45735,Loliya,Sub Centre,9099064487,Subcentre Loliya,Rajputfali,Nr.Rajpuratana,Ta. Dholka,Dholka,Ahmadabad,Gujarat,382465,India,POINT (72.16975000019895 22.50607400003903),,,,,
45739,Dhandhuka-1,Sub Centre,,Sub Centre Dhandhuka 1,Padana Road,,Ta. Dhandhuka,Dhandhuka,Ahmadabad,Gujarat,382460,India,POINT (71.98070526014456 22.38007930967799),,,,,
45746,Bagodara,Community Health Centre,2714269324,Village Bagodara,Bavla Bagodara Highway,Tarapur Cross Road,"Bagodara,Bavla, Ahmedabad",Bavla,Ahmadabad,Gujarat,382230,India,POINT (72.20084827037003 22.64068876018467),,,,,
45889,Dalod,Sub Centre,,Subcentre Dalod,,Near Bus Stand,Ta -Mandal,Mandal,Ahmadabad,Gujarat,382130,India,POINT (71.97059900029747 23.358862999659493),,,,,
45909,Katosan Road,Sub Centre,,Primary Health Centre Katosan Road,Main Bazar,,Ta. Detroj-Rampura,Detroj Rampura,Ahmadabad,Gujarat,382145,India,POINT (72.24197387979724 23.38228315967246),,,,,
45913,Bantai,Sub Centre,,Sub center building,,Near Bus Stand,Bantai,Detroj Rampura,Ahmadabad,Gujarat,382120,India,POINT (72.18011599982556 23.41156699974065),,,,,
45918,Jalisana,Sub Centre,,Jalisana Sub Centre,Near  Primary School Jalisana,,Ta. Mandal,Mandal,Ahmadabad,Gujarat,382130,India,POINT (72.00592400018725 23.420262000136),,,,,
45919,Nadishala,Sub Centre,02715-242300,Sub Centre Nadishala,,,Ta. Detroj-Rampura,Detroj Rampura,Ahmadabad,Gujarat,382120,India,POINT (72.1636962903302 23.392681979724895),,,,,
45921,Madrisana,Sub Centre,,Sub Centre Madrisana,Nr. Vat. center,,Ta. Detroj-Rampura,Detroj Rampura,Ahmadabad,Gujarat,382145,India,POINT (72.21897125032282 23.388585569646057),,,,,
45928,Bhoyani,Sub Centre,,Sub center Bhoyani,Patel Vas,,Ta. Detroj-Rampura,Detroj Rampura,Ahmadabad,Gujarat,382120,India,POINT (72.24042892034069 23.3662106402125),,,,,
45929,Vanparadi,Sub Centre,,Sub Centre Vanpardi,,Near primary school,,Mandal,Ahmadabad,Gujarat,382130,India,POINT (71.96595799990915 23.37810800001357),,,,,
45930,Vinzuwada,Sub Centre,,Sub Centre Vinzuwada,,Near gov. ayurvedik Hos.,,Mandal,Ahmadabad,Gujarat,382130,India,POINT (71.92642299962631 23.360818000284162),,,,,
45937,Rudatal,Sub Centre,02715-242300,Sub Centre Rudatal,,,Ta. Detroj-Rampura,Detroj Rampura,Ahmadabad,Gujarat,382120,India,POINT (72.16234600028727 23.409482999633077),,,,,
45938,Sunvala,Sub Centre,,Sub center Sunvala,Mainroad,,Ta. Detroj-Rampura,Detroj Rampura,Ahmadabad,Gujarat,382145,India,POINT (72.24472045991384 23.419148019830196),,,,,
45995,Kanj,Sub Centre,02715-254034,Sub Centre Kanj,,,Ta. Detroj-Rampura,Detroj Rampura,Ahmadabad,Gujarat,382120,India,POINT (72.159383999674 23.297047999669992),,,,,
46006,Mandal-2,Sub Centre,,Sub Centre Mandal 2,,near CHC Mandal,,Mandal,Ahmadabad,Gujarat,382130,India,POINT (71.91579699970866 23.288773999773404),,,,,
46017,Ashoknagar,Sub Centre,2715255355,Sub Centre Ashoknagar,,,Ta. Detroj-Rampura,Detroj Rampura,Ahmadabad,Gujarat,382120,India,POINT (72.09940300036811 23.25051100011907),,,,,
46026,Bhankoda,Sub Centre,02715-242300,Sub Centre Bhankoda,,,Ta. Detroj-Rampura,Detroj Rampura,Ahmadabad,Gujarat,382140,India,POINT (72.11614608989107 23.277008299641114),,,,,
46032,Mandal-1,Sub Centre,,Sub Centre Mandal 1,,near CHC Mandal,Ta. Mandal,Mandal,Ahmadabad,Gujarat,382130,India,POINT (71.91812599976205 23.291392000144903),,,,,
46037,Panar,Sub Centre,02715-254034,Sub Centre PANAR,,,Ta. Detroj-Rampura,Detroj Rampura,Ahmadabad,Gujarat,382120,India,POINT (72.15030669979772 23.23850691021974),,,,,
52789,Juval,Sub Centre,,Subcenter Juval,,,Ta. Sanand,Bavla,Ahmadabad,Gujarat,382110,India,POINT (72.41298920033401 22.788727100181504),,,,,
52867,Ranoda,Sub Centre,9099064465,Sub Center Ranoda,Near School,Beside Panchayat Office,Ta. Dholka,Dholka,Ahmadabad,Gujarat,382225,India,POINT (72.4287734002749 22.767082899881686),,,,,
52871,Dharji/Durgi,Sub Centre,,Sub Centre Dharji,Nr. Primary School,,Ta. Bavla,Bavla,Ahmadabad,Gujarat,382230,India,POINT (72.10014300015983 22.78422800003563),,,,,
52872,Chaloda,Primary Health Centre,253344,Primary Health Centre Chaloda,,Chaloda Bus Stand,Ta. Dholka,Dholka,Ahmadabad,Gujarat,382225,India,POINT (72.44891999979686 22.80097000037313),,,,,
52875,Kerala,Sub Centre,,Sub Centre Kerala,Nr. Water Tank,Opp. Pond,"Village Kerala, Bavla, Ahmedabad",Bavla,Ahmadabad,Gujarat,382220,India,POINT (72.33371000010494 22.772921000340858),,,,,
52880,Chandisar,Sub Centre,9099064478,Sub Center Chandisar,,Near Mahadev Temple,Ta. Dholka,Dholka,Ahmadabad,Gujarat,382260,India,POINT (72.48643749983427 22.79669809984432),,,,,
